brand,model,processor_brand,processor_model,processor_generation,processor_cores,processor_threads,cpu_base_clock_ghz,cpu_boost_clock_ghz,gpu_brand,gpu_model,gpu_memory_gb,ram_gb,ram_type,ram_speed_mhz,storage_type,storage_capacity_gb,screen_size_inches,screen_resolution,refresh_rate_hz,panel_type,touchscreen,operating_system,battery_capacity_wh,weight_kg,release_year,warranty_years,webcam_resolution,wifi_version,bluetooth_version,keyboard_backlit,fingerprint_sensor,price_rupees
Dell,XPS 15 9530,AMD,Ryzen 5 7530U,3,6,12,2.0,4.5,AMD,Radeon 780M,0,16,DDR5,5200,NVMe SSD,2048,15.6,1920x1080,144,IPS,No,Windows 11 Home,49,2.35,2025,1,1080p,Wi-Fi 6E,5.3,Yes,No,83990
Razer,Blade 14 2023,AMD,Ryzen 9 7940HS,4,8,16,4.0,5.2,NVIDIA,GeForce RTX 4090,16,24,DDR5,4800,NVMe SSD,1024,15.6,1920x1080,60,IPS,No,Windows 11 Home,55,1.57,2025,2,720p,Wi-Fi 7,5.4,Yes,No,288990
HP,Victus 15-fa1327TX,AMD,Ryzen 7 7735HS,3,8,16,3.2,4.75,NVIDIA,GeForce RTX 2050,4,16,LPDDR5,6400,NVMe SSD,512,14.0,2880x1800,90,OLED,No,Windows 11 Home,58,1.52,2025,1,1080p,Wi-Fi 6E,5.3,Yes,Yes,102990
HP,255 G9,Intel,Core i5-13450HX,13,10,16,2.4,4.6,Intel,Iris Xe Graphics,0,8,DDR5,4800,SSD,1024,15.6,2560x1440,165,IPS,No,Windows 11 Home,91,2.06,2023,2,1080p,Wi-Fi 7,5.4,Yes,Yes,73990
Samsung,Galaxy Book4 Pro 14,Intel,Core i9-13900H,13,14,20,1.9,5.4,Intel,Arc Graphics,0,64,DDR5,5600,NVMe SSD,4096,16.0,2880x1800,120,OLED,Yes,Windows 11 Pro,70,2.52,2024,3,1080p,Wi-Fi 7,5.4,Yes,Yes,258990
Lenovo,IdeaPad Slim 3 14IAH8,Intel,Core Ultra 5 125H,1,14,18,1.2,4.5,Intel,UHD Graphics,0,24,DDR5,4800,NVMe SSD,1024,15.6,2560x1440,165,IPS,Yes,Windows 11 Home,88,2.26,2024,3,1080p,Wi-Fi 6E,5.3,Yes,Yes,118990
Huawei,MateBook D15 2023,AMD,Ryzen 3 7320U,3,4,8,2.4,4.1,AMD,Radeon 760M,0,16,LPDDR5,6400,SSD,2048,14.0,1920x1200,60,IPS,Yes,Windows 11 Home,49,1.8,2025,1,1080p,Wi-Fi 6E,5.3,Yes,Yes,70990
Huawei,MateBook D15 2023,AMD,Ryzen 3 7320U,3,4,8,2.4,4.1,AMD,Radeon 760M,0,16,LPDDR5,5200,NVMe SSD,2048,17.3,1920x1080,144,IPS,Yes,Windows 11 Home,89,2.64,2024,2,1080p,Wi-Fi 6E,5.3,Yes,Yes,83990
Samsung,Galaxy Book3 Pro 14,Intel,Core Ultra 5 125H,1,14,18,1.2,4.5,Intel,Arc Graphics,0,24,DDR5,4800,NVMe SSD,1024,15.6,1920x1080,144,IPS,Yes,Windows 11 Pro,98,1.89,2024,1,1080p,Wi-Fi 6E,5.3,No,No,120990
HP,Victus 16-s0095AX,AMD,Ryzen 9 7940HS,4,8,16,4.0,5.2,NVIDIA,GeForce RTX 5050,8,32,LPDDR5X,7467,SSD,1024,14.0,2880x1800,90,OLED,No,Windows 11 Home,55,2.36,2022,3,1080p,Wi-Fi 7,5.4,Yes,Yes,182990
LG,Gram SuperSlim 15,AMD,Ryzen 5 7520U,3,4,8,2.8,4.3,AMD,Radeon 610M,0,16,LPDDR5,6400,SSD,256,13.3,1920x1200,60,IPS,Yes,Windows 11 Home,45,1.27,2024,1,1080p,Wi-Fi 6E,5.3,Yes,Yes,57990
Huawei,MateBook D15 2023,AMD,Ryzen 7 7735HS,3,8,16,3.2,4.75,AMD,Radeon 610M,0,8,DDR4,3200,SSD,256,14.0,1920x1200,60,IPS,No,Windows 11 Home,83,1.47,2024,1,1080p,Wi-Fi 7,5.4,No,No,52990
Lenovo,ThinkPad E14 Gen 5,Qualcomm,Snapdragon X Plus X1P-64-100,1,10,10,3.4,3.4,Qualcomm,Adreno X1-85,0,16,LPDDR5,6400,NVMe SSD,512,16.0,2560x1600,120,IPS,Yes,Windows 11 Pro,81,2.22,2024,2,1080p,Wi-Fi 7,5.4,Yes,No,84990
Apple,MacBook Pro M2 Max 16,Apple,M2,2,8,8,3.49,3.49,Apple,Apple M2 8-core,0,16,LPDDR5,6400,SSD,512,16.2,3456x2234,120,Liquid Retina XDR,No,macOS Sonoma,70,2.71,2022,3,1080p,Wi-Fi 6,5.2,Yes,Yes,103429
HP,Victus 16-s0095AX,AMD,Ryzen 7 8845HS,4,8,16,3.8,5.1,NVIDIA,GeForce RTX 4060,8,16,LPDDR5,5200,NVMe SSD,512,13.6,2560x1664,60,IPS,No,Windows 11 Home,75,1.65,2024,3,1080p,Wi-Fi 7,5.4,Yes,Yes,133990
Infinix,Zero Book Ultra,Intel,Core i9-13900H,13,14,20,1.9,5.4,Intel,UHD Graphics,0,16,DDR5,4800,SSD,1024,15.6,1920x1080,60,IPS,Yes,Windows 11 Home,69,2.52,2025,1,1080p,Wi-Fi 6E,5.3,Yes,No,103990
Microsoft,Surface Laptop Go 3,Intel,Core i5-13450HX,13,10,16,2.4,4.6,Intel,Arc Graphics,0,16,DDR5,4800,SSD,512,16.0,2880x1800,120,OLED,Yes,Windows 11 Home,94,2.65,2024,1,1080p,Wi-Fi 6E,5.3,Yes,Yes,105990
Huawei,MateBook 14 2023,Intel,Core Ultra 9 185H,1,16,22,2.3,5.1,Intel,Iris Xe Graphics,0,32,LPDDR5X,6400,NVMe SSD,4096,14.0,2880x1800,120,OLED,Yes,Windows 11 Home,81,1.21,2023,1,1080p,Wi-Fi 6E,5.3,No,No,213990
Samsung,Galaxy Book4 15,Qualcomm,Snapdragon X Plus X1P-64-100,1,10,10,3.4,3.4,Qualcomm,Adreno X1-85,0,64,DDR5,5600,NVMe SSD,1024,13.3,1920x1200,60,IPS,Yes,Windows 11 Home,95,1.28,2024,3,1080p,Wi-Fi 6E,5.3,Yes,No,164990
ASUS,Vivobook Go 15 E1504FA,AMD,Ryzen 9 7940HS,4,8,16,4.0,5.2,AMD,Radeon 780M,0,8,DDR5,4800,SSD,1024,16.0,2880x1800,120,OLED,Yes,Windows 11 Home,99,2.54,2025,2,1080p,Wi-Fi 7,5.4,Yes,No,109990
MSI,Modern 14 C12M,Intel,Core i7-1260P,12,12,16,1.5,4.7,Intel,Arc Graphics,0,24,DDR5,4800,SSD,1024,16.0,2880x1800,120,OLED,No,Windows 11 Home,90,1.77,2022,1,720p,Wi-Fi 5,5.0,No,Yes,115990
Razer,Blade 14 2023,Intel,Core i7-13700H,13,14,20,2.4,5.0,NVIDIA,GeForce RTX 3050,6,16,DDR5,4800,NVMe SSD,2048,15.6,2560x1440,165,IPS,No,Windows 11 Pro,90,2.39,2024,1,1080p,Wi-Fi 6E,5.3,Yes,Yes,139990
Samsung,Galaxy Book4 15,Intel,Core Ultra 7 155H,1,16,22,1.4,4.8,Intel,Iris Xe Graphics,0,32,LPDDR5X,7467,NVMe SSD,2048,15.6,1920x1080,60,IPS,Yes,Windows 11 Pro,94,1.43,2024,1,1080p,Wi-Fi 7,5.4,No,Yes,152990
Samsung,Galaxy Book4 360,AMD,Ryzen 5 8640HS,4,6,12,3.5,4.9,AMD,Radeon 740M,0,32,LPDDR5X,6400,SSD,1024,17.3,1920x1080,144,IPS,Yes,Windows 11 Pro,79,2.31,2022,1,1080p,Wi-Fi 6,5.2,Yes,No,126990
Gigabyte,G5 KF,AMD,Ryzen 7 8845HS,4,8,16,3.8,5.1,NVIDIA,GeForce RTX 4090,16,16,DDR5,4800,SSD,512,15.6,1920x1080,60,IPS,No,Windows 11 Home,74,1.75,2025,1,720p,Wi-Fi 6E,5.3,Yes,No,248990
Acer,Aspire Go 14,AMD,Ryzen 5 8640HS,4,6,12,3.5,4.9,AMD,Radeon 760M,0,16,LPDDR5,6400,SSD,512,14.0,1920x1200,60,IPS,Yes,Windows 11 Home,63,1.57,2025,1,1080p,Wi-Fi 6E,5.3,Yes,No,67990
MSI,Cyborg 15 A12VE,Intel,Core i9-13900H,13,14,20,1.9,5.4,NVIDIA,GeForce RTX 4080,12,16,LPDDR5,5200,NVMe SSD,2048,16.0,2560x1600,165,IPS,No,Windows 11 Home,84,2.47,2023,1,1080p,Wi-Fi 7,5.4,Yes,No,256990
Microsoft,Surface Laptop Go 3,Intel,Core Ultra 5 125H,1,14,18,1.2,4.5,Intel,UHD Graphics,0,16,DDR4,3200,SSD,2048,16.0,2560x1600,165,IPS,Yes,Windows 11 Home,76,2.08,2024,3,1080p,Wi-Fi 6E,5.3,No,Yes,125990
Acer,Nitro 5 AN515-58,AMD,Ryzen 9 7940HS,4,8,16,4.0,5.2,NVIDIA,GeForce RTX 4050,6,8,DDR4,3200,SSD,512,15.6,1920x1080,144,IPS,No,Windows 11 Home,53,2.11,2024,1,1080p,Wi-Fi 7,5.4,Yes,No,125990
Dell,XPS 15 9530,AMD,Ryzen 7 7735HS,3,8,16,3.2,4.75,NVIDIA,GeForce RTX 3050,6,8,DDR5,4800,SSD,512,15.6,1920x1080,144,IPS,No,Windows 11 Pro,62,2.01,2024,2,720p,Wi-Fi 6E,5.3,No,Yes,89990
Microsoft,Surface Laptop Studio 2,Intel,Core i5-13420H,13,8,12,2.1,4.6,Intel,Iris Xe Graphics,0,8,DDR5,4800,NVMe SSD,512,13.6,2560x1664,60,IPS,Yes,Windows 11 Home,92,1.03,2023,2,1080p,Wi-Fi 5,5.0,Yes,No,63990
Lenovo,Yoga Slim 7 Pro X,AMD,Ryzen 3 7320U,3,4,8,2.4,4.1,AMD,Radeon 740M,0,64,DDR5,5600,NVMe SSD,4096,16.0,1920x1200,60,IPS,Yes,Windows 11 Home,95,2.78,2022,3,1080p,Wi-Fi 5,5.0,Yes,Yes,183990
Huawei,MateBook D15 2023,Intel,Core Ultra 5 125H,1,14,18,1.2,4.5,Intel,Arc Graphics,0,16,DDR4,3200,SSD,1024,13.6,2560x1664,60,IPS,Yes,Windows 11 Home,77,1.17,2024,1,720p,Wi-Fi 6E,5.3,Yes,No,88990
Microsoft,Surface Laptop Go 3,Intel,Core i5-1335U,13,10,12,1.3,4.6,Intel,Iris Xe Graphics,0,16,LPDDR5,5200,SSD,2048,16.0,2880x1800,120,OLED,No,Windows 11 Home,87,2.46,2023,1,1080p,Wi-Fi 6,5.2,No,Yes,103990
Microsoft,Surface Laptop Go 3,Intel,Core i5-13420H,13,8,12,2.1,4.6,Intel,UHD Graphics,0,32,LPDDR5X,6400,SSD,1024,17.3,1920x1080,144,IPS,Yes,Windows 11 Home,94,2.45,2024,1,1080p,Wi-Fi 6E,5.3,Yes,Yes,130990
Razer,Blade 16 2024,Intel,Core i7-13620H,13,10,16,2.4,4.9,NVIDIA,GeForce RTX 4090,16,16,DDR4,3200,NVMe SSD,2048,13.3,1920x1200,60,IPS,No,Windows 11 Home,57,1.65,2024,1,1080p,Wi-Fi 6E,5.3,Yes,No,282990
Huawei,MateBook D15 2023,Intel,Core i7-13700H,13,14,20,2.4,5.0,Intel,Iris Xe Graphics,0,16,DDR5,5200,NVMe SSD,4096,13.3,1920x1200,60,IPS,No,Windows 11 Pro,65,1.17,2024,1,1080p,Wi-Fi 6E,5.3,No,No,127990
HP,15s-fq5000TU,AMD,Ryzen 5 8640HS,4,6,12,3.5,4.9,AMD,Radeon 610M,0,16,DDR5,5200,SSD,1024,15.6,1920x1080,144,IPS,No,Windows 11 Home,63,1.71,2022,1,1080p,Wi-Fi 5,5.0,No,No,80990
Dell,Latitude 7440,Intel,Core i9-13900H,13,14,20,1.9,5.4,Intel,Iris Xe Graphics,0,16,DDR5,5200,SSD,512,14.0,2880x1800,90,OLED,No,Windows 11 Home,82,1.57,2024,1,1080p,Wi-Fi 7,5.4,Yes,No,122990
Microsoft,Surface Laptop 5 13.5,Intel,Core Ultra 5 125H,1,14,18,1.2,4.5,Intel,UHD Graphics,0,8,DDR4,3200,SSD,2048,15.6,1920x1080,60,IPS,No,Windows 11 Home,63,2.47,2025,1,720p,Wi-Fi 6E,5.3,Yes,No,93990
Infinix,InBook X2 Slim,Intel,Core i9-13900H,13,14,20,1.9,5.4,Intel,Iris Xe Graphics,0,32,LPDDR5X,6400,SSD,512,16.0,2560x1600,165,IPS,No,Windows 11 Home,78,2.76,2023,2,1080p,Wi-Fi 6,5.2,No,Yes,133990
Huawei,MateBook X Pro 2023,AMD,Ryzen 5 8640HS,4,6,12,3.5,4.9,AMD,Radeon 760M,0,32,LPDDR5X,6400,SSD,512,14.0,1920x1200,60,IPS,Yes,Windows 11 Home,54,2.27,2022,2,1080p,Wi-Fi 6E,5.3,No,No,109990
Razer,Blade 14 2023,Intel,Core i5-13450HX,13,10,16,2.4,4.6,NVIDIA,GeForce RTX 5050,8,32,LPDDR5X,6400,NVMe SSD,4096,13.3,1920x1200,60,IPS,No,Windows 11 Pro,55,1.43,2022,1,1080p,Wi-Fi 7,5.4,Yes,Yes,203990
Infinix,Zero Book Ultra,AMD,Ryzen 3 7320U,3,4,8,2.4,4.1,AMD,Radeon 610M,0,8,DDR4,3200,NVMe SSD,4096,13.3,1920x1200,60,IPS,No,Windows 11 Home,88,1.08,2023,2,1080p,Wi-Fi 6,5.2,Yes,Yes,70990
LG,Gram 17 2023,Qualcomm,Snapdragon X Elite X1E-80-100,1,12,12,3.4,4.0,Qualcomm,Adreno X1-45,0,16,DDR4,3200,NVMe SSD,512,15.6,1920x1080,144,IPS,Yes,Windows 11 Home,51,1.97,2023,1,720p,Wi-Fi 6,5.2,Yes,Yes,109990
Samsung,Galaxy Book4 Pro 14,AMD,Ryzen 7 7730U,3,8,16,2.0,4.5,AMD,Radeon 760M,0,16,DDR5,4800,SSD,512,14.0,2880x1800,120,OLED,Yes,Windows 11 Home,58,1.99,2024,1,1080p,Wi-Fi 6E,5.3,Yes,Yes,92990
Samsung,Galaxy Book4 15,Intel,Core i7-1260P,12,12,16,1.5,4.7,Intel,UHD Graphics,0,16,DDR5,5200,NVMe SSD,512,15.6,2560x1440,165,IPS,No,Windows 11 Home,43,1.52,2022,1,1080p,Wi-Fi 6,5.2,Yes,No,81990
Razer,Blade 14 2023,AMD,Ryzen 5 7535HS,3,6,12,3.3,4.55,NVIDIA,GeForce MX550,2,16,DDR4,3200,NVMe SSD,4096,14.0,1920x1200,60,IPS,No,Windows 11 Home,67,1.86,2025,1,1080p,Wi-Fi 6E,5.3,Yes,Yes,122990
Huawei,MateBook X Pro 2023,Intel,Core i7-13700H,13,14,20,2.4,5.0,Intel,UHD Graphics,0,64,DDR5,5600,NVMe SSD,1024,17.3,1920x1080,144,IPS,Yes,Windows 11 Home,81,1.7,2024,2,1080p,Wi-Fi 6E,5.3,Yes,Yes,204990
Dell,Inspiron 15 3520,Intel,Core i7-13620H,13,10,16,2.4,4.9,Intel,UHD Graphics,0,32,LPDDR5X,7467,SSD,1024,16.0,1920x1200,60,IPS,Yes,Windows 11 Home,98,2.38,2024,1,1080p,Wi-Fi 6E,5.3,Yes,No,129990
Microsoft,Surface Laptop Go 3,Intel,Core i5-1335U,13,10,12,1.3,4.6,Intel,UHD Graphics,0,16,LPDDR5,5200,NVMe SSD,512,13.3,1920x1200,60,IPS,No,Windows 11 Home,70,1.18,2025,1,1080p,Wi-Fi 7,5.4,Yes,Yes,64990
Gigabyte,Aorus 15 BSF,AMD,Ryzen 7 7840HS,4,8,16,3.8,5.1,NVIDIA,GeForce RTX 2050,4,16,LPDDR5,5200,NVMe SSD,512,16.0,1920x1200,60,IPS,No,Windows 11 Home,63,3.09,2022,1,1080p,Wi-Fi 5,5.0,Yes,No,105990
Acer,Predator Helios Neo 16 PHN16-71,AMD,Ryzen 7 8845HS,4,8,16,3.8,5.1,NVIDIA,GeForce RTX 5050,8,32,LPDDR5X,7467,NVMe SSD,512,15.6,2560x1440,165,IPS,No,Windows 11 Home,89,1.72,2022,1,1080p,Wi-Fi 6,5.2,Yes,No,151990
Microsoft,Surface Laptop Studio 2,Intel,Core i5-1235U,12,10,12,1.3,4.4,Intel,Iris Xe Graphics,0,16,LPDDR5,5200,SSD,2048,13.6,2560x1664,60,IPS,Yes,Windows 11 Home,52,1.21,2022,2,720p,Wi-Fi 6,5.2,Yes,Yes,90990
Samsung,Galaxy Book3 Pro 14,Intel,Core i5-13420H,13,8,12,2.1,4.6,Intel,Arc Graphics,0,64,DDR5,5600,SSD,1024,13.6,2560x1664,60,IPS,No,Windows 11 Home,94,1.12,2022,1,720p,Wi-Fi 5,5.0,No,No,158990
MSI,Thin GF63 12VE,AMD,Ryzen 5 7520U,3,4,8,2.8,4.3,AMD,Radeon 610M,0,16,LPDDR5,5200,SSD,256,15.6,2560x1440,165,IPS,Yes,Windows 11 Home,77,1.17,2022,1,1080p,Wi-Fi 5,5.0,Yes,No,57990
Apple,MacBook Air M3 13,Apple,M3 Pro,3,11,11,4.05,4.05,Apple,Apple M3 Pro 14-core,0,32,LPDDR5,6400,NVMe SSD,4096,13.6,2560x1664,60,IPS,No,macOS Sequoia,77,1.24,2024,1,1080p,Wi-Fi 6E,5.3,Yes,Yes,465622
Acer,Swift Go 14 SFG14-41,AMD,Ryzen 5 7535HS,3,6,12,3.3,4.55,AMD,Radeon 780M,0,32,LPDDR5X,7467,SSD,2048,16.0,2560x1600,165,IPS,No,Windows 11 Home,78,1.71,2025,1,1080p,Wi-Fi 6E,5.3,Yes,Yes,126990
Dell,G15 5530,AMD,Ryzen 5 8640HS,4,6,12,3.5,4.9,NVIDIA,GeForce RTX 5050,8,8,DDR4,3200,NVMe SSD,512,17.3,1920x1080,144,IPS,No,Windows 11 Home,77,2.8,2022,1,1080p,Wi-Fi 6,5.2,Yes,Yes,106990
Razer,Blade 14 2023,Intel,Core i9-13900H,13,14,20,1.9,5.4,NVIDIA,GeForce RTX 4070,8,16,LPDDR5,5200,NVMe SSD,512,15.6,1920x1080,144,IPS,No,Windows 11 Home,89,1.74,2022,2,1080p,Wi-Fi 6,5.2,Yes,No,190990
LG,Gram 17 2023,AMD,Ryzen 7 7730U,3,8,16,2.0,4.5,AMD,Radeon 610M,0,16,DDR5,4800,NVMe SSD,1024,13.3,1920x1200,60,IPS,Yes,Windows 11 Pro,86,1.42,2023,1,1080p,Wi-Fi 6,5.2,No,Yes,86990
Lenovo,LOQ 15IRX9,Intel,Core i5-13420H,13,8,12,2.1,4.6,NVIDIA,GeForce RTX 3050,6,32,LPDDR5X,7467,SSD,1024,15.6,2560x1440,165,IPS,No,Windows 11 Home,77,1.77,2022,1,1080p,Wi-Fi 6E,5.3,Yes,No,122990
Samsung,Galaxy Book3 15,AMD,Ryzen 7 7735HS,3,8,16,3.2,4.75,AMD,Radeon 610M,0,24,DDR5,4800,NVMe SSD,1024,16.0,2880x1800,120,OLED,No,Windows 11 Home,79,1.86,2024,1,1080p,Wi-Fi 6E,5.3,Yes,No,120990
Dell,Latitude 3440,AMD,Ryzen 7 7735HS,3,8,16,3.2,4.75,AMD,Radeon 610M,0,16,DDR5,5200,NVMe SSD,4096,16.0,1920x1200,60,IPS,Yes,Windows 11 Home,72,1.83,2023,1,1080p,Wi-Fi 5,5.0,Yes,Yes,136990
Razer,Blade 14 2023,AMD,Ryzen 7 8845HS,4,8,16,3.8,5.1,NVIDIA,GeForce RTX 5070,8,16,DDR4,3200,NVMe SSD,1024,15.6,2560x1440,165,IPS,No,Windows 11 Home,71,1.95,2023,1,720p,Wi-Fi 6,5.2,Yes,No,177990
Huawei,MateBook 14 2023,Intel,Core Ultra 5 125H,1,14,18,1.2,4.5,Intel,Iris Xe Graphics,0,32,DDR5,5600,NVMe SSD,1024,15.6,1920x1080,60,IPS,Yes,Windows 11 Home,74,1.3,2024,3,1080p,Wi-Fi 6E,5.3,Yes,Yes,123990
Dell,G16 7630,Intel,Core i7-13700H,13,14,20,2.4,5.0,NVIDIA,GeForce RTX 3050,6,16,LPDDR5,6400,SSD,256,13.6,2560x1664,60,IPS,No,Windows 11 Home,71,1.44,2024,1,1080p,Wi-Fi 7,5.4,Yes,No,101990
Infinix,Zero Book Ultra,Intel,Core i5-1235U,12,10,12,1.3,4.4,Intel,Arc Graphics,0,32,LPDDR5X,6400,SSD,2048,14.0,1920x1200,60,IPS,No,Windows 11 Home,96,2.04,2024,2,1080p,Wi-Fi 7,5.4,Yes,No,95990
Samsung,Galaxy Book3 Pro 14,Intel,Core i7-13620H,13,10,16,2.4,4.9,NVIDIA,GeForce RTX 2050,4,64,DDR5,5600,NVMe SSD,1024,14.0,2880x1800,120,OLED,No,Windows 11 Home,55,2.32,2023,1,1080p,Wi-Fi 6,5.2,Yes,No,197990
Gigabyte,G5 KF,Intel,Core Ultra 9 185H,1,16,22,2.3,5.1,Intel,UHD Graphics,0,16,LPDDR5,5200,SSD,2048,13.3,1920x1200,60,IPS,Yes,Windows 11 Home,84,1.37,2023,1,720p,Wi-Fi 5,5.0,Yes,No,126990
Razer,Blade 14 2023,AMD,Ryzen 9 7940HS,4,8,16,4.0,5.2,NVIDIA,GeForce RTX 5060,8,16,LPDDR5,5200,NVMe SSD,2048,14.0,1920x1200,60,IPS,No,Windows 11 Pro,53,2.27,2024,1,1080p,Wi-Fi 7,5.4,Yes,No,179990
HP,Omen Transcend 14-fb0000TX,AMD,Ryzen 9 7940HS,4,8,16,4.0,5.2,NVIDIA,GeForce RTX 4060,8,16,LPDDR5,6400,SSD,2048,15.6,2560x1440,165,IPS,No,Windows 11 Home,79,2.35,2023,3,720p,Wi-Fi 7,5.4,Yes,Yes,182990
Samsung,Galaxy Book4 360,AMD,Ryzen 5 8640HS,4,6,12,3.5,4.9,AMD,Radeon 610M,0,16,LPDDR5,6400,NVMe SSD,2048,14.0,2880x1800,90,OLED,Yes,Windows 11 Home,84,1.28,2025,1,1080p,Wi-Fi 7,5.4,Yes,No,114990
LG,Gram 17 2023,AMD,Ryzen 5 7530U,3,6,12,2.0,4.5,AMD,Radeon 610M,0,64,DDR5,5600,NVMe SSD,4096,15.6,1920x1080,60,IPS,No,Windows 11 Home,50,1.69,2024,1,1080p,Wi-Fi 7,5.4,Yes,Yes,188990
Acer,Nitro V 16 ANV16-71,AMD,Ryzen 9 7940HS,4,8,16,4.0,5.2,NVIDIA,GeForce RTX 5070,8,24,DDR5,4800,SSD,1024,14.0,2880x1800,120,OLED,No,Windows 11 Pro,54,2.71,2025,3,1080p,Wi-Fi 6E,5.3,Yes,No,203990
Microsoft,Surface Laptop Studio 2,Intel,Core i7-13700H,13,14,20,2.4,5.0,Intel,Iris Xe Graphics,0,16,DDR5,5200,NVMe SSD,2048,13.6,2560x1664,60,IPS,No,Windows 11 Pro,94,1.17,2024,3,1080p,Wi-Fi 6E,5.3,No,No,113990
LG,Gram 16 2023,Intel,Core Ultra 9 185H,1,16,22,2.3,5.1,Intel,UHD Graphics,0,64,DDR5,5600,SSD,2048,15.6,2560x1440,165,IPS,Yes,Windows 11 Home,54,1.56,2023,1,1080p,Wi-Fi 6E,5.3,Yes,Yes,235990
Razer,Blade 16 2024,AMD,Ryzen 7 7840HS,4,8,16,3.8,5.1,NVIDIA,GeForce RTX 4050,6,16,LPDDR5,5200,NVMe SSD,512,14.0,1920x1200,60,IPS,No,Windows 11 Pro,52,2.43,2023,1,720p,Wi-Fi 6,5.2,Yes,No,128990
Acer,Aspire 5 A515-57,Intel,Core i3-1315U,13,6,8,1.2,4.5,Intel,Iris Xe Graphics,0,16,DDR4,3200,NVMe SSD,4096,14.0,2880x1800,90,OLED,No,Windows 11 Pro,88,1.72,2025,2,720p,Wi-Fi 6E,5.3,Yes,No,111990
MSI,Katana 15 B13VFK,Intel,Core i5-13450HX,13,10,16,2.4,4.6,NVIDIA,GeForce MX550,2,8,DDR5,4800,NVMe SSD,4096,13.3,1920x1200,60,IPS,No,Windows 11 Home,68,1.75,2023,3,1080p,Wi-Fi 6E,5.3,Yes,No,109990
Infinix,Zero Book Ultra,Intel,Core i7-13700H,13,14,20,2.4,5.0,Intel,Iris Xe Graphics,0,32,LPDDR5X,6400,SSD,1024,16.0,1920x1200,60,IPS,Yes,Windows 11 Home,99,2.02,2025,2,1080p,Wi-Fi 6E,5.3,Yes,No,129990
MSI,Modern 15 B12M,Intel,Core i7-13620H,13,10,16,2.4,4.9,Intel,Arc Graphics,0,16,DDR5,5200,SSD,1024,16.0,2560x1600,120,IPS,No,Windows 11 Home,85,2.03,2022,1,1080p,Wi-Fi 6,5.2,No,Yes,87990
Samsung,Galaxy Book3 15,AMD,Ryzen 5 7530U,3,6,12,2.0,4.5,NVIDIA,GeForce RTX 2050,4,32,DDR5,5600,NVMe SSD,1024,15.6,2560x1440,165,IPS,No,Windows 11 Pro,77,1.22,2024,2,1080p,Wi-Fi 6E,5.3,No,Yes,125990
LG,Gram 17 2023,Intel,Core i3-1215U,12,6,8,1.2,4.4,Intel,Iris Xe Graphics,0,24,DDR5,4800,NVMe SSD,512,13.6,2560x1664,60,IPS,Yes,Windows 11 Home,90,1.22,2022,3,1080p,Wi-Fi 6E,5.3,Yes,No,68990
Razer,Blade 16 2024,AMD,Ryzen 5 8640HS,4,6,12,3.5,4.9,NVIDIA,GeForce RTX 3050,6,16,DDR5,4800,NVMe SSD,4096,14.0,2880x1800,120,OLED,No,Windows 11 Pro,77,1.51,2023,1,1080p,Wi-Fi 6E,5.3,Yes,Yes,158990
Infinix,InBook X2 Slim,Intel,Core i5-1235U,12,10,12,1.3,4.4,Intel,UHD Graphics,0,16,DDR5,5200,NVMe SSD,512,14.0,2880x1800,120,OLED,No,Windows 11 Home,85,2.32,2022,1,1080p,Wi-Fi 5,5.0,No,Yes,64990
Huawei,MateBook 14 2023,AMD,Ryzen 7 7735HS,3,8,16,3.2,4.75,NVIDIA,GeForce RTX 2050,4,16,DDR5,4800,NVMe SSD,512,15.6,1920x1080,144,IPS,Yes,Windows 11 Home,69,2.23,2022,3,1080p,Wi-Fi 5,5.0,Yes,Yes,97990
Gigabyte,G5 KF,AMD,Ryzen 7 7735HS,3,8,16,3.2,4.75,NVIDIA,GeForce RTX 5070,8,16,LPDDR5,5200,SSD,1024,17.3,1920x1080,144,IPS,No,Windows 11 Home,80,1.81,2025,2,720p,Wi-Fi 6E,5.3,Yes,No,159990
Huawei,MateBook X Pro 2023,AMD,Ryzen 5 7530U,3,6,12,2.0,4.5,AMD,Radeon 760M,0,32,LPDDR5X,6400,SSD,1024,16.0,1920x1200,60,IPS,Yes,Windows 11 Home,78,1.86,2022,2,1080p,Wi-Fi 5,5.0,Yes,Yes,101990
Razer,Blade 14 2023,AMD,Ryzen 9 7940HS,4,8,16,4.0,5.2,NVIDIA,GeForce RTX 5050,8,24,DDR5,4800,NVMe SSD,512,15.6,1920x1080,144,IPS,No,Windows 11 Home,57,2.36,2024,2,720p,Wi-Fi 6E,5.3,Yes,No,174990
Samsung,Galaxy Book4 Pro 14,AMD,Ryzen 7 7840HS,4,8,16,3.8,5.1,AMD,Radeon 740M,0,16,DDR5,4800,NVMe SSD,512,15.6,2560x1440,165,IPS,No,Windows 11 Home,80,1.73,2024,1,1080p,Wi-Fi 7,5.4,Yes,Yes,88990
Huawei,MateBook X Pro 2023,Qualcomm,Snapdragon X Plus X1P-64-100,1,10,10,3.4,3.4,Qualcomm,Adreno X1-85,0,16,DDR5,4800,NVMe SSD,512,14.0,2880x1800,120,OLED,Yes,Windows 11 Home,48,2.56,2024,1,1080p,Wi-Fi 6E,5.3,Yes,No,92990
